;estado;cidade;pib;populacao;pib_percapita;sigla;regiao
1833;MINAS GERAIS;Periquito;42513.58984375;7161;5936.81982422;MG;SUDESTE
1834;RIO GRANDE DO SUL;São Lourenço do Sul;528960.375;43388;12191.40039062;RS;SUL
1835;PARAÍBA;Cuité de Mamanguape;40357.0546875;6737;5990.35986328;;
1836;SÃO PAULO;Tupi Paulista;151365.1875;14389;10519.50976562;;
1837;RIO GRANDE DO SUL;Serafina Corrêa;328562.90625;14733;22301.15039062;RS;SUL
1838;SANTA CATARINA;Laguna;442331.40625;51691;8557.21972656;SC;SUL
1839;GOIÁS;Teresina de Goiás;14530.07128906;2915;4984.58984375;;
1840;SÃO PAULO;Caiabu;32694.49609375;4131;7914.43017578;;
1841;PARAÍBA;Marizópolis;23577.13867188;6457;3651.40991211;;
1842;TOCANTINS;Fortaleza do Tabocão;67903.1875;2149;31597.58007812;TO;NORTE
1843;RIO GRANDE DO NORTE;São Miguel;99753.359375;23593;4228.08984375;RN;NORDESTE
1844;RIO GRANDE DO NORTE;Augusto Severo;39951.48046875;9203;4341.14013672;RN;NORDESTE
1845;MATO GROSSO DO SUL;Laguna Carapã;114866.703125;6031;19046.05078125;MS;CENTRO-OESTE
1846;MARANHÃO;São Luís;15337347.0;997098;15381.99023438;;
1847;MINAS GERAIS;São Sebastião do Maranhão;43979.26953125;12099;3634.94995117;MG;SUDESTE
1848;TOCANTINS;São Sebastião do Tocantins;19921.65429688;4441;4485.85009766;TO;NORTE
1849;MATO GROSSO DO SUL;Mundo Novo;175220.859375;16506;10615.58984375;MS;CENTRO-OESTE
1850;PARANÁ;Tibagi;324484.21875;19421;16707.91015625;;
1851;SÃO PAULO;Itatinga;226146.0625;19085;11849.41015625;;
1852;SÃO PAULO;Ribeirão Grande;82653.4609375;6992;11821.15039062;;
1853;MARANHÃO;Sucupira do Riachão;15975.88769531;4869;3281.13989258;;
1854;RIO GRANDE DO NORTE;Alexandria;61343.26953125;14151;4334.91015625;RN;NORDESTE
1855;MATO GROSSO;Jauru;125273.625;10748;11655.53027344;MT;CENTRO-OESTE
1856;BAHIA;Saúde;41634.6484375;12355;3369.86010742;BA;NORDESTE
1857;MINAS GERAIS;Pai Pedro;26079.7265625;6217;4194.91015625;MG;SUDESTE
1858;SÃO PAULO;Echaporã;75944.7265625;6239;12172.58007812;;
1859;MATO GROSSO;Nova Lacerda;73640.671875;5252;14021.45019531;MT;CENTRO-OESTE
1860;SÃO PAULO;Ibirá;110655.3046875;11141;9932.25976562;;
1861;SANTA CATARINA;Sangão;127265.7109375;11121;11443.73046875;SC;SUL
1862;PARAÍBA;Queimadas;194858.921875;40323;4832.45019531;;
1863;RIO GRANDE DO SUL;Paraí;130695.2578125;6979;18726.9296875;RS;SUL
1864;RIO GRANDE DO SUL;Vale Real;48317.95703125;5031;9604.04980469;RS;SUL
1865;PARAÍBA;Alagoinha;48926.3515625;13470;3632.25;;
1866;BAHIA;Caraíbas;32104.37109375;10495;3059.02001953;BA;NORDESTE
1867;BAHIA;Laje;128748.09375;22180;5804.68994141;BA;NORDESTE
1868;MINAS GERAIS;Campestre;193952.3125;20854;9300.48046875;MG;SUDESTE
1869;RIO GRANDE DO SUL;Palmitinho;75226.9296875;7134;10544.84960938;RS;SUL
1870;RONDÔNIA;Rolim de Moura;520219.5625;50499;10301.58007812;;
1871;RIO DE JANEIRO;Valença;756277.1875;75819;9974.76953125;RJ;SUDESTE
1872;GOIÁS;Campinaçu;29268.20703125;3908;7489.31005859;;
1873;SANTA CATARINA;Itapema;498226.28125;36629;13601.95996094;SC;SUL
1874;RIO GRANDE DO SUL;Santana da Boa Vista;83511.515625;8891;9392.80957031;RS;SUL
1875;RIO GRANDE DO SUL;Sede Nova;42928.94140625;2996;14328.75;RS;SUL
1876;ESPIRITO SANTO;Brejetuba;112031.0859375;11097;10095.62011719;ES;SUDESTE
1877;RIO GRANDE DO NORTE;Francisco Dantas;14319.33789062;3008;4760.41992188;RN;NORDESTE
1878;RIO GRANDE DO SUL;Gramado Xavier;42941.70703125;4124;10412.63964844;RS;SUL
1879;SÃO PAULO;Itupeva;1736231.125;42458;40892.91015625;;
1880;PARANÁ;Nova Tebas;54613.16796875;8283;6593.39990234;;
1881;PARANÁ;Santo Antônio do Caiuá;26489.55859375;2733;9692.48046875;;
1882;SANTA CATARINA;Pedras Grandes;66016.4921875;4515;14621.58984375;SC;SUL
1883;MINAS GERAIS;Berilo;55482.6015625;13717;4044.81005859;MG;SUDESTE
1884;SÃO PAULO;Penápolis;890737.9375;59597;14946.01953125;;
1885;MATO GROSSO;Várzea Grande;3000096.0;240038;12498.41992188;MT;CENTRO-OESTE
1886;GOIÁS;Itapuranga;192856.984375;25170;7662.18017578;;
1887;CEARÁ;Carnaubal;65062.3125;16755;3883.15991211;;
1888;RIO GRANDE DO NORTE;Santana do Seridó;15413.375;2858;5393.06005859;RN;NORDESTE
1889;BAHIA;Lajedinho;19471.34375;4468;4357.95996094;BA;NORDESTE
1890;PARANÁ;Cantagalo;112364.609375;12733;8824.6796875;;
1891;ALAGOAS;Barra de Santo Antônio;53292.31640625;14435;3691.87988281;AL;NORDESTE
1892;RIO GRANDE DO NORTE;São Rafael;39029.37890625;8357;4670.25976562;RN;NORDESTE
1893;GOIÁS;Mundo Novo;56638.41796875;6787;8345.12988281;;
1894;PIAUÍ;São José do Divino;20682.10351562;5217;3964.37011719;;
1895;RIO GRANDE DO SUL;Vacaria;926080.9375;62831;14739.24023438;RS;SUL
1896;PERNAMBUCO;Itapissuma;558914.875;24406;22900.72070312;PE;NORDESTE
1897;MINAS GERAIS;Juvenília;28661.23828125;6321;4534.29003906;MG;SUDESTE
1898;MARANHÃO;Presidente Vargas;33425.34375;10191;3279.88989258;;
1899;PARAÍBA;Natuba;45638.9375;10495;4348.64013672;;
1900;RIO GRANDE DO SUL;Fortaleza dos Valos;123020.5;4635;26541.640625;RS;SUL
1901;RONDÔNIA;Teixeirópolis;54467.28515625;5010;10871.70996094;;
1902;ESPIRITO SANTO;Marechal Floriano;184262.125;13302;13852.20996094;ES;SUDESTE
1903;RIO GRANDE DO SUL;Antônio Prado;234290.609375;14274;16413.80078125;RS;SUL
1904;RIO GRANDE DO SUL;Carazinho;919009.875;60388;15218.41992188;RS;SUL
1905;PARAÍBA;Riacho dos Cavalos;29296.59179688;8301;3529.2800293;;
1906;CEARÁ;Potiretama;25400.77148438;6891;3686.08007812;;
1907;SÃO PAULO;João Ramalho;51556.1796875;4344;11868.37011719;;
1908;PARANÁ;Vitorino;146640.046875;6531;22452.91992188;;
1909;PIAUÍ;São Pedro do Piauí;48489.2109375;13544;3580.12011719;;
1910;PARAÍBA;Algodão de Jandaíra;11251.95605469;2425;4639.97998047;;
1911;PARANÁ;Marmeleiro;133879.640625;13463;9944.25976562;;
1912;SANTA CATARINA;Celso Ramos;32284.01757812;2720;11869.12011719;SC;SUL
1913;CEARÁ;Tabuleiro do Norte;137984.875;29576;4665.43017578;;
1914;SANTA CATARINA;Treze Tílias;316423.46875;6004;52702.109375;SC;SUL
1915;MARANHÃO;Bom Jesus das Selvas;121741.4453125;25473;4779.22998047;;
1916;GOIÁS;Goianápolis;60013.33984375;11663;5145.62011719;;
1917;SANTA CATARINA;Botuverá;80997.3125;4345;18641.5;SC;SUL
1918;BAHIA;Quijingue;92821.9609375;28143;3298.22998047;BA;NORDESTE
1919;MINAS GERAIS;Miradouro;148854.140625;10648;13979.54003906;MG;SUDESTE
1920;SANTA CATARINA;Vidal Ramos;109334.2265625;6112;17888.44921875;SC;SUL
1921;MINAS GERAIS;Ubá;1088261.375;99708;10914.48046875;MG;SUDESTE
1922;ALAGOAS;Boca da Mata;152409.21875;26030;5855.14013672;AL;NORDESTE
1923;PARAÍBA;Boa Ventura;21960.3359375;5905;3718.93994141;;
1924;MINAS GERAIS;Pains;127580.828125;8476;15052.00976562;MG;SUDESTE
1925;SANTA CATARINA;São João Batista;343808.21875;24419;14079.54003906;SC;SUL
1926;GOIÁS;Pontalina;172800.28125;16687;10355.37988281;;
1927;AMAZONAS;Boca do Acre;149755.40625;31221;4796.62011719;AM;NORTE
1928;PIAUÍ;Porto;32157.57226562;11941;2693.04003906;;
1929;BAHIA;Jucuruçu;64516.0703125;10516;6135.04003906;BA;NORDESTE
1930;MINAS GERAIS;Carangola;236816.796875;33182;7136.91015625;MG;SUDESTE
1931;MINAS GERAIS;Campos Altos;186775.015625;13719;13614.33007812;MG;SUDESTE
1932;RIO GRANDE DO SUL;Lajeado;1810064.5;72208;25067.36914062;RS;SUL
1933;MINAS GERAIS;Bom Jardim de Minas;45720.21484375;6657;6867.99023438;MG;SUDESTE
1934;ALAGOAS;Porto Calvo;131020.25;26044;5030.72998047;AL;NORDESTE
1935;PARAÍBA;Junco do Seridó;25847.86132812;6731;3840.12011719;;
1936;SÃO PAULO;Cubatão;5786553.0;129582;44655.53125;;
1937;SÃO PAULO;Peruíbe;614539.25;57686;10653.1796875;;
1938;PARANÁ;Cruzeiro do Oeste;275256.84375;20856;13197.96972656;;
1939;MATO GROSSO DO SUL;Rio Brilhante;600119.8125;27903;21507.359375;MS;CENTRO-OESTE
1940;PARÁ;Igarapé-Açu;106980.84375;35241;3035.68994141;;
1941;SÃO PAULO;Natividade da Serra;45157.06640625;7674;5884.41992188;;
1942;SANTA CATARINA;Grão Pará;114630.8203125;6278;18259.13085938;SC;SUL
1943;SANTA CATARINA;Quilombo;229696.15625;11259;20401.11914062;SC;SUL
1944;RIO GRANDE DO NORTE;Várzea;22491.91796875;5475;4108.10986328;RN;NORDESTE
1945;RIO GRANDE DO SUL;Rolante;218809.78125;20306;10775.62011719;RS;SUL
1946;PARÁ;Ourilândia do Norte;218164.859375;21327;10229.50976562;;
1947;TOCANTINS;Conceição do Tocantins;25153.91992188;4541;5539.29003906;TO;NORTE
1948;ESPIRITO SANTO;São José do Calçado;72256.3984375;10965;6589.72998047;ES;SUDESTE
1949;SANTA CATARINA;Santa Rosa do Sul;85683.1484375;8241;10397.1796875;SC;SUL
1950;RIO GRANDE DO SUL;Três Passos;350329.9375;23911;14651.41015625;RS;SUL
1951;SÃO PAULO;Ribeirão do Sul;56512.4609375;4663;12119.33007812;;
1952;GOIÁS;Padre Bernardo;160105.703125;28012;5715.60986328;;
1953;SÃO PAULO;Nova Guataporanga;15150.56835938;2184;6937.06982422;;
1954;MINAS GERAIS;São Sebastião da Vargem Alegre;26006.234375;2877;9039.36035156;MG;SUDESTE
1955;CEARÁ;Farias Brito;64205.171875;19605;3274.93994141;;
1956;MATO GROSSO;Reserva do Cabaçal;23329.37109375;2598;8979.74023438;MT;CENTRO-OESTE
1957;PARÁ;Nova Ipixuna;53906.359375;15097;3570.66992188;;
1958;SANTA CATARINA;Cocal do Sul;312452.71875;15229;20516.9609375;SC;SUL
1959;MATO GROSSO;Rosário Oeste;203422.328125;18497;10997.58007812;MT;CENTRO-OESTE
1960;MARANHÃO;Primeira Cruz;32579.3203125;12493;2607.81005859;;
1961;MINAS GERAIS;Bonfinópolis de Minas;98593.671875;5869;16799.06054688;MG;SUDESTE
1962;MINAS GERAIS;Esmeraldas;291246.0;59408;4902.47021484;MG;SUDESTE
1963;BAHIA;Ubatã;101273.8515625;26355;3842.67993164;BA;NORDESTE
1964;RIO GRANDE DO SUL;Vale Verde;50805.16015625;3392;14977.94042969;RS;SUL
1965;TOCANTINS;Tupirama;34883.89453125;1474;23666.140625;TO;NORTE
1966;SÃO PAULO;Araçoiaba da Serra;259788.671875;26626;9756.95019531;;
1967;MINAS GERAIS;Manhumirim;211587.421875;20934;10107.36035156;MG;SUDESTE
1968;RIO GRANDE DO SUL;São Nicolau;54939.72265625;5959;9219.62011719;RS;SUL
1969;SERGIPE;Muribeca;42030.453125;7466;5629.58007812;SE;NORDESTE
1970;GOIÁS;Palminópolis;38439.57421875;3761;10220.5703125;;
1971;PARANÁ;Mato Rico;26970.328125;4205;6413.87011719;;
1972;SANTA CATARINA;Praia Grande;79492.6875;7318;10862.62988281;SC;SUL
1973;MINAS GERAIS;Carneirinho;168376.484375;9143;18415.890625;MG;SUDESTE
1974;PARAÍBA;Areial;23932.7890625;6441;3715.68994141;;
1975;PARANÁ;Cafezal do Sul;34552.42578125;4313;8011.22998047;;
1976;PARANÁ;Umuarama;1252597.625;99606;12575.51953125;;
1977;PARANÁ;Iporã;158137.84375;15227;10385.36035156;;
1978;PARAÍBA;São José de Piranhas;80626.984375;19566;4120.77001953;;
1979;GOIÁS;Faina;58360.9765625;7020;8313.53027344;;
1980;BAHIA;Teixeira de Freitas;1051444.375;125430;8382.71972656;BA;NORDESTE
1981;SANTA CATARINA;São Bonifácio;33398.140625;3274;10201.01953125;SC;SUL
1982;MINAS GERAIS;Santa Maria de Itabira;70246.2734375;10821;6491.66015625;MG;SUDESTE
1983;SÃO PAULO;Viradouro;150425.203125;18110;8306.20019531;;
1984;RIO GRANDE DO SUL;Santo Antônio do Planalto;45459.1953125;2108;21565.08007812;RS;SUL
1985;GOIÁS;Bela Vista de Goiás;330241.3125;21679;15233.24023438;;
1986;SÃO PAULO;Louveira;5815328.5;33251;174891.84375;;
1987;TOCANTINS;Peixe;278386.28125;9018;30870.0703125;TO;NORTE
1988;SERGIPE;SANTA LUZIA DO ITANHY;80919.0703125;13502;5993.12011719;SE;NORDESTE
1989;RIO GRANDE DO NORTE;Carnaúba dos Dantas;33648.24609375;7083;4750.56005859;RN;NORDESTE
1990;BAHIA;Tucano;169157.046875;49827;3394.88989258;BA;NORDESTE
1991;SANTA CATARINA;Lages;2376554.25;167805;14162.59960938;SC;SUL
1992;RIO GRANDE DO SUL;Cruzeiro do Sul;155682.796875;12752;12208.5;RS;SUL
1993;BAHIA;Almadina;26828.51171875;6621;4052.0300293;BA;NORDESTE
1994;PARAÍBA;Riachão do Poço;20743.28710938;4417;4696.24023438;;
1995;BAHIA;Macururé;24953.62890625;7834;3185.30004883;BA;NORDESTE
1996;CEARÁ;Tarrafas;26677.58007812;8900;2997.47998047;;
1997;RIO GRANDE DO SUL;Imigrante;72431.109375;3125;23177.9609375;RS;SUL
1998;BAHIA;Miguel Calmon;107699.890625;27724;3884.7199707;BA;NORDESTE
1999;MARANHÃO;Centro Novo do Maranhão;119718.2265625;15668;7640.93994141;;
2000;MATO GROSSO DO SUL;Terenos;179690.8125;15276;11762.95019531;MS;CENTRO-OESTE
2001;MINAS GERAIS;Inconfidentes;46791.9375;7692;6083.20019531;MG;SUDESTE
2002;MARANHÃO;Mata Roma;57988.171875;14491;4001.66992188;;
2003;PARAÍBA;Frei Martinho;12417.97558594;3025;4105.12011719;;
2004;MATO GROSSO DO SUL;Maracaju;776504.3125;32492;23898.3203125;MS;CENTRO-OESTE
2005;SÃO PAULO;Araçariguama;1460157.5;13208;110550.9921875;;
2006;PARAÍBA;Aguiar;22089.37304688;5799;3809.16992188;;
2007;SANTA CATARINA;Guaraciaba;138945.046875;10857;12797.74023438;SC;SUL
2008;PERNAMBUCO;Calçado;54108.05078125;11619;4656.85986328;PE;NORDESTE
2009;PIAUÍ;Santa Rosa do Piauí;16148.84179688;5304;3044.64990234;;
2010;AMAZONAS;Eirunepé;123005.4375;30901;3980.62988281;AM;NORTE
2011;RIO GRANDE DO SUL;Roca Sales;218504.484375;10468;20873.5703125;RS;SUL
2012;RIO GRANDE DO SUL;Santana do Livramento;877885.9375;84079;10441.20019531;RS;SUL
2013;CEARÁ;Russas;441188.8125;67960;6491.89013672;;
2014;MINAS GERAIS;Porto Firme;45180.23828125;10989;4111.41015625;MG;SUDESTE
2015;SANTA CATARINA;São Miguel do Oeste;594450.25;35249;16864.3203125;SC;SUL
2016;RIO GRANDE DO SUL;São Valentim do Sul;34529.40234375;2336;14781.41992188;RS;SUL
2017;MARANHÃO;Lagoa do Mato;36639.984375;10639;3443.92993164;;
2018;MINAS GERAIS;Cônego Marinho;25874.4921875;6440;4017.7800293;MG;SUDESTE
2019;ESPIRITO SANTO;Iconha;151559.609375;11901;12735.03027344;ES;SUDESTE
2020;ESPIRITO SANTO;Santa Maria de Jetibá;531211.4375;33921;15660.25;ES;SUDESTE
2021;RIO DE JANEIRO;Cabo Frio;4596004.5;186004;24709.16992188;RJ;SUDESTE
2022;BAHIA;Serra do Ramalho;130961.890625;31809;4117.12988281;BA;NORDESTE
2023;PARAÍBA;Areia de Baraúnas;8848.55664062;2159;4098.45019531;;
2024;MINAS GERAIS;Jequitibá;50035.23828125;5756;8692.70996094;MG;SUDESTE
2025;TOCANTINS;Goiatins;83094.609375;12068;6885.52978516;TO;NORTE
2026;MINAS GERAIS;Lagoa Dourada;93541.875;12265;7626.72998047;MG;SUDESTE
2027;GOIÁS;Valparaíso de Goiás;690698.125;123444;5595.22998047;;
2028;BAHIA;Ribeirão do Largo;63719.88671875;14528;4386.00976562;BA;NORDESTE
2029;PARAÍBA;Areia;104586.7578125;25648;4077.77001953;;
2030;MINAS GERAIS;Piumhi;486778.3125;32580;14941.01953125;MG;SUDESTE
2031;MINAS GERAIS;Monte Santo de Minas;229405.0;20536;11170.87011719;MG;SUDESTE
2032;SÃO PAULO;São Manuel;784365.25;39696;19759.30078125;;
2033;TOCANTINS;Goianorte;40720.05078125;5426;7504.62011719;TO;NORTE
2034;TOCANTINS;Jaú do Tocantins;31869.46289062;3983;8001.37011719;TO;NORTE
2035;PARAÍBA;São Mamede;34872.84375;7998;4360.20019531;;
2036;MINAS GERAIS;Araçuaí;170642.765625;37388;4564.10986328;MG;SUDESTE
2037;SERGIPE;Salgado;90880.03125;19101;4757.87011719;SE;NORDESTE
2038;MINAS GERAIS;Camanducaia;217757.765625;20160;10801.48046875;MG;SUDESTE
2039;PERNAMBUCO;Saloá;62361.6015625;15547;4011.16992188;PE;NORDESTE
2040;RIO GRANDE DO SUL;Tuparendi;131709.171875;8866;14855.53027344;RS;SUL
2041;BAHIA;Belo Campo;54279.22265625;15185;3574.5300293;BA;NORDESTE
2042;BAHIA;Canavieiras;142412.078125;37041;3844.70996094;BA;NORDESTE
2043;BAHIA;São Francisco do Conde;11437501.0;31699;360815.84375;BA;NORDESTE
2044;MINAS GERAIS;Inimutaba;42911.7265625;6713;6392.33007812;MG;SUDESTE
2045;GOIÁS;Itaguaru;57557.48828125;5591;10294.66992188;;
2046;MINAS GERAIS;São José do Mantimento;16619.5234375;2579;6444.16992188;MG;SUDESTE
2047;BAHIA;Itiúba;129550.7890625;36996;3501.75;BA;NORDESTE
2048;SANTA CATARINA;Frei Rogério;47779.5546875;2673;17874.88085938;SC;SUL
2049;MINAS GERAIS;Conceição da Aparecida;112542.40625;10771;10448.65039062;MG;SUDESTE
2050;PARÁ;Parauapebas;5617969.5;152777;36772.3515625;;
2051;RIO GRANDE DO NORTE;Caicó;484225.84375;63006;7685.39013672;RN;NORDESTE
2052;PARANÁ;Iguaraçu;41197.90234375;3907;10544.63964844;;
2053;MINAS GERAIS;Prata;428143.34375;26857;15941.58984375;MG;SUDESTE
2054;ALAGOAS;Lagoa da Canoa;60461.83984375;18196;3322.81005859;AL;NORDESTE
2055;SERGIPE;Canindé de São Francisco;907687.375;23005;39456.08984375;SE;NORDESTE
2056;SANTA CATARINA;Lajeado Grande;28347.5234375;1485;19089.24023438;SC;SUL
2057;MATO GROSSO;Bom Jesus do Araguaia;101233.46875;4792;21125.51953125;MT;CENTRO-OESTE
2058;RIO DE JANEIRO;Itaocara;367589.1875;22452;16372.21972656;RJ;SUDESTE
2059;SANTA CATARINA;Saltinho;55311.43359375;4178;13238.73046875;SC;SUL
2060;CEARÁ;Bela Cruz;101760.7265625;30900;3293.22998047;;
2061;PARAÍBA;Mari;88334.703125;21137;4179.14990234;;
2062;MINAS GERAIS;Naque;29156.40820312;6154;4737.79980469;MG;SUDESTE
2063;MATO GROSSO;Rondonópolis;4862344.0;181902;26730.5703125;MT;CENTRO-OESTE
2064;RIO GRANDE DO SUL;Carlos Barbosa;721714.0625;25866;27902.0390625;RS;SUL
2065;RIO GRANDE DO SUL;Capão do Cipó;105410.21875;3485;30246.83007812;RS;SUL
2066;GOIÁS;Brazabrantes;37125.34765625;3345;11098.75976562;;
2067;RIO GRANDE DO SUL;Uruguaiana;2288915.5;127045;18016.5703125;RS;SUL
2068;ALAGOAS;Cajueiro;77771.0703125;20825;3734.51000977;AL;NORDESTE
2069;MINAS GERAIS;Padre Paraíso;71393.78125;18891;3779.25;MG;SUDESTE
2070;RIO DE JANEIRO;Sapucaia;330610.90625;17356;19048.80078125;RJ;SUDESTE
2071;PARAÍBA;Jericó;31312.67382812;8100;3865.76000977;;
2072;MINAS GERAIS;Veredinha;23984.67578125;6045;3967.68994141;MG;SUDESTE
2073;SÃO PAULO;São Vicente;2898355.75;330795;8761.79003906;;
2074;SANTA CATARINA;Salete;101054.3828125;7737;13061.1796875;SC;SUL
2075;MATO GROSSO DO SUL;Cassilândia;273076.90625;21677;12597.54003906;MS;CENTRO-OESTE
2076;SÃO PAULO;Angatuba;370607.09375;23225;15957.25;;
2077;BAHIA;Cafarnaum;61634.8046875;18314;3365.44995117;BA;NORDESTE
2078;PARANÁ;Prado Ferreira;37012.03515625;3510;10544.74023438;;
2079;PARANÁ;Pranchita;89779.75;5885;15255.69042969;;
2080;PARAÍBA;Pedra Branca;15541.8515625;3861;4025.34008789;;
2081;SÃO PAULO;Rafard;116352.234375;8364;13911.08007812;;
2082;PARÁ;Aurora do Pará;86019.953125;22315;3854.80004883;;
2083;PARANÁ;Manfrinópolis;25319.390625;3283;7712.27001953;;
2084;RIO GRANDE DO NORTE;Ielmo Marinho;65500.8671875;12189;5373.77001953;RN;NORDESTE
2085;RONDÔNIA;Chupinguaia;184094.6875;7843;23472.48046875;;
2086;SANTA CATARINA;Bela Vista do Toldo;93048.15625;6145;15142.08984375;SC;SUL
2087;GOIÁS;São João da Paraúna;22426.16015625;1672;13412.78027344;;
2088;SÃO PAULO;Boa Esperança do Sul;147362.53125;13953;10561.34960938;;
2089;ESPIRITO SANTO;Alegre;228743.390625;31143;7344.93994141;ES;SUDESTE
2090;SÃO PAULO;Cajuru;257855.21875;24313;10605.65039062;;
2091;SÃO PAULO;Itapira;1529548.5;72657;21051.63085938;;
2092;RIO GRANDE DO SUL;Almirante Tamandaré do Sul;58480.27734375;2208;26485.63085938;RS;SUL
2093;RORAIMA;Caracaraí;170841.40625;19235;8881.79980469;RR;NORTE
2094;SÃO PAULO;Iperó;353688.0;27526;12849.23046875;;
2095;MINAS GERAIS;Senador Firmino;38337.6640625;7361;5208.20996094;MG;SUDESTE
2096;RIO GRANDE DO SUL;Campinas do Sul;86499.9921875;5745;15056.5703125;RS;SUL
2097;PERNAMBUCO;Catende;147808.4375;35251;4193.02978516;PE;NORDESTE
2098;ESPIRITO SANTO;Vila Pavão;113717.1875;9126;12460.79003906;ES;SUDESTE
2099;SÃO PAULO;São José da Bela Vista;121228.2890625;8513;14240.37011719;;
2100;MINAS GERAIS;Presidente Kubitschek;13797.65917969;3085;4472.5;MG;SUDESTE
2101;SÃO PAULO;General Salgado;152542.734375;10934;13951.23046875;;
2102;SÃO PAULO;Santana da Ponte Pensa;19317.39648438;1616;11953.83007812;;
2103;SANTA CATARINA;Rio Fortuna;78998.15625;4648;16996.16015625;SC;SUL
2104;RIO GRANDE DO SUL;Cerro Largo;266408.5;12861;20714.44921875;RS;SUL
2105;TOCANTINS;Couto Magalhães;37384.703125;5102;7327.45996094;TO;NORTE
2106;MINAS GERAIS;Martins Soares;59090.81640625;6715;8799.8203125;MG;SUDESTE
2107;SANTA CATARINA;Irati;26966.81835938;2033;13264.54003906;SC;SUL
2108;MINAS GERAIS;São José do Jacuri;32980.9609375;7234;4559.16015625;MG;SUDESTE
2109;PARANÁ;Uniflor;18781.17382812;2495;7527.52001953;;
2110;RIO GRANDE DO SUL;Cachoeira do Sul;1226333.875;86557;14167.9296875;RS;SUL
2111;GOIÁS;Senador Canedo;2658435.25;77511;34297.51953125;;
2112;RIO GRANDE DO NORTE;Portalegre;29353.125;7082;4144.75;RN;NORDESTE
2113;PARÁ;Abaetetuba;456256.9375;139819;3263.19995117;;
2114;MINAS GERAIS;João Monlevade;1316052.375;75320;17472.81054688;MG;SUDESTE
2115;RIO GRANDE DO SUL;Santo Augusto;221980.84375;13845;16033.29003906;RS;SUL
2116;PARÁ;Juruti;272503.25;35530;7669.66992188;;
2117;SÃO PAULO;Aparecida;392993.75;37629;10443.91015625;;
2118;MATO GROSSO;Juscimeira;150343.078125;12168;12355.61035156;MT;CENTRO-OESTE
2119;PARÁ;Colares;37286.609375;11433;3261.31005859;;
2120;CEARÁ;Trairi;199633.515625;51386;3884.97998047;;
2121;PARANÁ;Cruzmaltina;44678.48046875;3128;14283.40039062;;
2122;CEARÁ;Mulungu;46788.59765625;11914;3927.18994141;;
2123;BAHIA;Cravolândia;21624.3203125;5713;3785.11010742;BA;NORDESTE
2124;SANTA CATARINA;Luzerna;78719.4765625;5528;14240.13964844;SC;SUL
2125;SÃO PAULO;Corumbataí;90408.453125;4138;21848.34960938;;
2126;ALAGOAS;Satuba;56080.00390625;14779;3794.57006836;AL;NORDESTE
2127;PARANÁ;Alto Paraíso;37717.46875;3217;11724.41992188;;
2128;PARANÁ;Assis Chateaubriand;435989.78125;33023;13202.61035156;;
2129;PARANÁ;Dois Vizinhos;639611.25;35707;17912.76953125;;
2130;MINAS GERAIS;Diogo de Vasconcelos;19452.35351562;4066;4784.14990234;MG;SUDESTE
2131;GOIÁS;Itarumã;85042.3515625;5490;15490.41015625;;
2132;MARANHÃO;Estreito;269802.40625;27756;9720.50976562;;
2133;BAHIA;Rodelas;29632.92382812;7446;3979.70996094;BA;NORDESTE
2134;PARÁ;Terra Santa;55202.80859375;16004;3449.31005859;;
2135;BAHIA;Uauá;95182.21875;25159;3783.22998047;BA;NORDESTE
2136;PARÁ;Chaves;68304.5390625;20506;3330.94995117;;
2137;CEARÁ;Acopiara;169086.6875;50784;3329.5300293;;
2138;PIAUÍ;Miguel Leão;8365.68066406;1212;6902.37988281;;
2139;BAHIA;Caatiba;34616.9453125;9450;3663.16992188;BA;NORDESTE
2140;GOIÁS;Araguapaz;61092.53515625;7780;7852.50976562;;
2141;RIO GRANDE DO SUL;Vila Flores;80535.53125;3305;24367.7890625;RS;SUL
2142;PARANÁ;Nova Cantu;79525.1875;7481;10630.29003906;;
2143;PARAÍBA;Santa Rita;1138589.125;126775;8981.1796875;;
2144;AMAZONAS;Manaquiri;82990.75;20836;3983.05004883;AM;NORTE
2145;SANTA CATARINA;Itapiranga;513060.09375;16015;32036.22070312;SC;SUL
2146;SÃO PAULO;São Carlos;4523692.5;220463;20519.06054688;;
2147;RIO GRANDE DO NORTE;Jandaíra;26507.66992188;6688;3963.4699707;RN;NORDESTE
2148;TOCANTINS;Aguiarnópolis;57169.52734375;4216;13560.12988281;TO;NORTE
2149;RIO GRANDE DO SUL;Montauri;26309.73242188;1606;16382.15039062;RS;SUL
2150;PARAÍBA;Barra de Santa Rosa;54124.6328125;13273;4077.80004883;;
2151;MARANHÃO;Arari;92651.421875;28787;3218.52001953;;
2152;CEARÁ;Limoeiro do Norte;356308.75;56098;6351.54003906;;
2153;RONDÔNIA;Candeias do Jamari;231911.1875;17547;13216.5703125;;
